ID_Cliente,Fecha_Registro,Plan,Ingreso_Mensual_MXN,Estatus,Fecha_Cancelacion,Pais
CUST-10414,2025-05-05,Enterprise,3500.0,Activo,,Mexico
CUST-10415,2023-06-07,Basico,500.0,Activo,,Colombia
CUST-10416,2023-10-19,Basico,500.0,Activo,,Mexico
CUST-10417,2024-06-20,Enterprise,3500.0,Activo,,Colombia
CUST-10418,2025-05-30,Enterprise,3500.0,Activo,,Argentina
CUST-10419,2024-10-01,Basico,500.0,Activo,,Argentina
CUST-10420,2024-01-14,Pro,1200.0,Activo,,Chile
CUST-10421,2025-06-19,Basico,500.0,Activo,,Mexico
CUST-10422,2024-06-17,Pro,1200.0,Activo,,Mexico
CUST-10423,2025-06-07,Basico,500.0,Cancelado,2026-01-17,Peru
CUST-10424,2024-01-30,Enterprise,3500.0,Cacnelado,,Colombia
CUST-10425,2024-09-01,Pro,1200.0,Activo,,Colombia
CUST-10426,2025-03-13,Enterprise,3500.0,Activo,,Peru
CUST-10427,2024-11-05,Basico,500.0,Activo,,Mexico
CUST-10428,2023-10-05,Pro,1200.0,Actvo,,Colombia
CUST-10429,2023-08-02,Basico,500.0,Activo,,Mexico
CUST-10430,2024-12-23,Enterprise,3500.0,Activo,,Argentina
CUST-10431,2023-06-13,Basico,500.0,Activo,,Colombia
CUST-10432,2023-06-26,Enterprise,3500.0,Activo,,Argentina
CUST-10433,2023-06-23,Basico,500.0,Cancelado,2023-09-18,Argentina
CUST-10434,2024-05-10,Basico,500.0,Activo,,Chile
CUST-10435,2024-10-28,Basico,500.0,Activo,,Mexico
CUST-10436,2024-01-27,Pro,1200.0,Cancelado,2024-05-13,Peru
CUST-10437,2025-05-06,Basico,500.0,Cancelado,2026-01-31,Mexico
CUST-10438,2024-12-02,Basico,500.0,Activo,,Chile
CUST-10439,2024-02-27,Pro,1200.0,Activo,,Argentina
CUST-10440,2025-03-11,Pro,1200.0,Activo,,Chile
CUST-10441,18/07/2024,Basico,500.0,Cancelado,2025-05-22,Argentina
CUST-10442,2024-01-27,Enterprise,3500.0,Activo,,Argentina
CUST-10443,2024-11-24,Pro,1200.0,Activo,,Argentina
CUST-10444,2024-11-08,Pro,1200.0,Activo,,Peru
CUST-10445,2023-05-23,Basico,500.0,Activo,,Peru
CUST-10446,2023-12-09,Pro,1200.0,Cancelado,2024-12-02,Argentina
CUST-10447,2023-10-23,Basico,500.0,Activo,,Colombia
CUST-10448,2023-09-13,Enterprise,3500.0,Suspendido,2023-11-12,Colombia
CUST-10449,2023-07-01,Basico,500.0,Activo,,Chile
CUST-10450,19/01/2025,Basico,500.0,Cancelado,2025-06-20,Colombia
CUST-10451,2023-07-29,Basico,500.0,Activo,,Colombia
CUST-10452,2023-10-04,Basico,500.0,Activo,,Argentina
CUST-10453,2024-01-28,Pro,1200.0,Activo,,Argentina
CUST-10454,2024-08-21,Pro,1200.0,Cancelado,2025-06-11,Mexico
CUST-10455,2023-07-10,Basico,500.0,Activo,,Peru
CUST-10456,2025-03-25,Basico,500.0,Activo,,Argentina
CUST-10457,2024-03-22,Pro,1200.0,Activo,,Peru
CUST-10458,2023-07-30,Basico,500.0,Activo,,Chile
CUST-10459,2025-02-08,Basico,500.0,Activo,,Mexico
CUST-10460,2024-01-30,Basico,500.0,Activo,,Colombia
CUST-10461,2023-10-15,Basico,500.0,Cancelado,2024-03-28,Mexico
CUST-10462,2024-10-26,Pro,1200.0,Cancelado,2025-02-28,Argentina
CUST-10463,2025-06-18,Basico,500.0,Activo,,Peru
CUST-10464,2023-12-23,Basico,500.0,Activo,,Chile
CUST-10465,2024-05-19,Basico,500.0,Activo,,Colombia
CUST-10466,2024-06-10,Basico,500.0,Activo,,Mexico
CUST-10467,2025-06-18,Basico,500.0,Actvo,,Mexico
CUST-10468,2023-12-18,Basico,500.0,cancelado,2024-08-23,Mexico
CUST-10469,2025-01-31,Basico,500.0,Cancelado,2025-07-14,Mexico
CUST-10470,2024-12-16,Pro,,activo ,,Chile
CUST-10471,2024-05-15,Basico,500.0,Activo,,Colombia
CUST-10472,2023-08-01,Basico,500.0,Activo,,Argentina
CUST-10473,2024-12-27,Enterprise,3500.0,Activo,,Argentina
CUST-10474,2023-12-22,Basico,500.0,Cancelado,2024-08-09,Colombia
CUST-10475,2024-03-11,Basico,500.0,Activo,,Argentina
CUST-10476,2023-12-16,Basico,,Activo,,Mexico
CUST-10477,2024-02-16,Pro,1200.0,Activo,,Peru
CUST-10478,2025-06-25,Basico,500.0,Activo,,Colombia
CUST-10479,2023-10-01,Basico,500.0,Cancelado,2024-06-03,Peru
CUST-10480,2025-01-05,Pro,1200.0,Activo,,Mexico
CUST-10481,2024-04-03,Basico,500.0,Activo,,Mexico
CUST-10482,2023-08-12,Pro,1200.0,Activo,,Mexico
CUST-10483,2023-06-12,Pro,1200.0,Activo,,Argentina
CUST-10484,2023-11-21,Basico,500.0,Activo,,Colombia
CUST-10485,2025-01-21,Basico,500.0,Activo,,Peru
CUST-10486,2025-05-05,Pro,1200.0,Activo,,Argentina
CUST-10487,2025-03-06,Basico,500.0,Activo,,Colombia
CUST-10488,2024-06-05,Pro,1200.0,Activo,,Mexico
CUST-10489,2023-08-24,Pro,1200.0,Activo,,Mexico
CUST-10490,2023-12-06,Basico,500.0,Activo,,Chile
CUST-10491,2025-04-06,Basico,500.0,Activo,,Colombia
CUST-10492,2024-01-13,Pro,1200.0,Cancelado,2024-06-21,Chile
CUST-10493,2025-01-17,Enterprise,3500.0,Activo,,Mexico
CUST-10494,2025-05-23,Basico,500.0,Cancelado,2025-07-31,Peru
CUST-10495,2024-05-14,Pro,1200.0,Activo,,Colombia
CUST-10496,2025-06-24,Basico,500.0,Cancelado,2025-07-30,Colombia
CUST-10497,2025-07-18,Basico,500.0,Activo,,Peru
CUST-10498,2023-08-26,Pro,1200.0,Activo,,Chile
CUST-10499,2023-10-17,Enterprise,3500.0,Activo,,Argentina
CUST-10500,2025-02-28,Basico,500.0,Cancelado,2025-10-31,Colombia
CUST-10501,2024-09-22,Enterprise,3500.0,Activo,,Argentina
CUST-10502,07/05/2024,Basico,500.0,Activo,,Colombia
CUST-10503,2023-07-22,Pro,1200.0,Activo,,Argentina
CUST-10504,2024-06-17,Pro,1200.0,Cancelado,2024-12-13,Chile
CUST-10505,2023-09-11,Basico,500.0,Activo,,Colombia
CUST-10506,2023-12-18,Pro,1200.0,Activo,,Peru
CUST-10507,2024-02-25,Basico,500.0,Activo,,Mexico
CUST-10508,2025-01-31,Basico,500.0,Activo,,Mexico
CUST-10509,2025-06-26,Pro,1200.0,Activo,,Colombia
CUST-10510,2023-10-22,Basico,500.0,Activo,,Peru
CUST-10511,2023-12-30,Basico,500.0,Activo,,Chile
CUST-10512,18/09/2024,Basico,500.0,Activo,,Chile
CUST-10513,2023-10-20,Pro,1200.0,Activo,,Colombia
CUST-10514,16/08/2023,Pro,1200.0,Cancelado,2023-10-03,Argentina
CUST-10515,01/02/2024,Basico,500.0,Activo,,Peru
CUST-10516,2024-04-13,Pro,1200.0,Activo,,Chile
CUST-10517,2025-04-23,Basico,500.0,Activo,,Chile
CUST-10518,2023-09-25,Basico,500.0,Activo,,Peru
CUST-10519,2023-09-11,Pro,1200.0,Activo,,Argentina
CUST-10520,2024-02-07,Basico,500.0,Activo,,Mexico
CUST-10521,2024-12-06,Basico,500.0,Activo,,Peru
CUST-10522,13/02/2025,Pro,1200.0,Activo,,Chile
CUST-10523,2024-07-03,Basico,500.0,Activo,,Peru
CUST-10524,2025-06-18,Enterprise,3500.0,Activo,,Colombia
CUST-10525,2024-06-18,Pro,1200.0,Activo,,Colombia
CUST-10526,2024-11-26,Pro,1200.0,Activo,,Peru
CUST-10527,2024-12-24,Enterprise,3500.0,Cancelado,2025-08-23,Peru
CUST-10528,2025-06-12,Pro,1200.0,Suspendido,,Argentina
CUST-10529,2023-07-20,Basico,500.0,Activo,,Mexico
CUST-10530,01/06/2024,Basico,500.0,Activo,,Argentina
CUST-10531,2024-01-01,Pro,1200.0,Activo,,Chile
CUST-10532,2025-06-10,Basico,500.0,Activo,,Mexico
CUST-10533,10/01/2025,Pro,1200.0,Activo,,Chile
CUST-10534,2025-07-24,Basico,500.0,Activo,,Argentina
CUST-10535,2024-12-25,Basico,500.0,Cancelado,2025-07-04,Chile
CUST-10536,2025-02-11,Basico,500.0,Cancelado,2025-09-05,Chile
CUST-10537,2024-07-03,Basico,500.0,Activo,,Mexico
CUST-10538,2025-02-26,Basico,500.0,Activo,,Chile
CUST-10539,2025-01-04,Pro,1200.0,Cancelado,2025-10-27,Mexico
CUST-10540,2024-11-17,Basico,500.0,Activo,,Colombia
CUST-10541,2023-12-24,Basico,500.0,Cancelado,2024-04-23,Chile
CUST-10542,2024-11-29,Pro,1200.0,Activo,,Chile
CUST-10543,18/01/2025,Basico,500.0,Cancelado,2025-08-29,Mexico
CUST-10544,2024-01-20,Basico,500.0,Activo,,Argentina
CUST-10545,2023-07-30,Enterprise,3500.0,Suspendido,,Peru
CUST-10546,2025-06-16,Enterprise,3500.0,Activo,,Peru
CUST-10547,2024-03-30,Basico,500.0,Activo,,Argentina
CUST-10548,2023-05-18,Basico,500.0,Activo,,Mexico
CUST-10549,2023-12-14,Pro,1200.0,Activo,,Mexico
CUST-10550,2023-06-01,Basico,500.0,Activo,,Argentina
CUST-10551,10/06/2023,Pro,1200.0,Cancelado,2023-12-05,Colombia
CUST-10552,15/04/2025,Basico,500.0,Activo,,Peru
CUST-10553,2025-05-26,Enterprise,3500.0,Activo,,Colombia
CUST-10554,2025-03-26,Basico,500.0,Activo,,Argentina
CUST-10555,2024-09-27,Basico,500.0,Activo,,Chile
CUST-10556,2023-12-10,Basico,500.0,Activo,,Mexico
CUST-10557,2025-04-28,Basico,500.0,Activo,,Mexico
CUST-10558,2024-02-22,Basico,500.0,Activo,,Argentina
CUST-10559,2024-10-05,Basico,500.0,Activo,,Mexico
CUST-10560,2024-11-11,Basico,500.0,Activo,,Peru
CUST-10561,2023-05-28,Pro,1200.0,Cancelado,2023-08-24,Argentina
CUST-10562,2024-06-02,Enterprise,3500.0,Activo,,Chile
CUST-10563,2023-07-13,Basico,500.0,Cancelado,2023-10-16,Peru
CUST-10564,2024-08-18,Pro,1200.0,Activo,,Peru
CUST-10565,2024-08-20,Basico,500.0,Activo,,Colombia
CUST-10566,2025-01-13,Basico,500.0,Activo,,Mexico
CUST-10567,2025-07-21,Pro,1200.0,Activo,,Chile
CUST-10568,2025-06-19,Basico,500.0,Cancelado,2025-07-23,Mexico
CUST-10569,2024-02-10,Basico,500.0,Activo,,Chile
CUST-10570,18/08/2023,Basico,500.0,Cancelado,2023-10-09,Colombia
CUST-10571,2024-10-23,Basico,500.0,Activo,,Peru
CUST-10572,2024-06-20,Basico,500.0,Cancelado,2024-10-30,Colombia
CUST-10573,08/08/2024,Basico,500.0,Cancelado,2025-05-10,Argentina
CUST-10574,2025-03-01,Basico,500.0,Activo,,Peru
CUST-10575,2025-04-24,Pro,1200.0,Activo,,Mexico
CUST-10576,31/05/2025,Enterprise,3500.0,Activo,,Mexico
CUST-10577,2023-10-10,Basico,500.0,Cancelado,2024-05-02,Peru
CUST-10578,2024-08-19,Basico,500.0,Cancelado,2024-11-13,Argentina
CUST-10579,2024-09-21,Pro,1200.0,Activo,,Mexico
CUST-10580,2024-06-18,Basico,500.0,Activo,,Peru
CUST-10581,2024-11-11,Pro,1200.0,Cancelado,2025-05-13,Mexico
CUST-10582,2025-04-06,Basico,500.0,Activo,,Mexico
CUST-10583,2024-12-18,Basico,500.0,Activo,,Peru
CUST-10584,2024-04-12,Basico,500.0,Activo,,Peru
CUST-10585,2024-04-22,Pro,1200.0,activo ,,Peru
CUST-10586,2024-08-22,Pro,1200.0,Activo,,Chile
CUST-10587,2024-03-17,Enterprise,3500.0,Activo,,Peru
CUST-10588,2023-07-22,Basico,500.0,Activo,,Peru
CUST-10589,2024-05-17,Pro,1200.0,Activo,,Argentina
CUST-10590,2025-01-09,Basico,500.0,Activo,,Peru
CUST-10591,2025-03-12,Pro,1200.0,Activo,,Chile
CUST-10592,2024-06-21,Enterprise,3500.0,Activo,,Argentina
CUST-10593,2024-08-06,Pro,1200.0,Cancelado,2024-10-10,Argentina
CUST-10594,2025-04-11,Basico,500.0,Activo,,Argentina
CUST-10595,2023-10-18,Basico,500.0,Activo,,Colombia
CUST-10596,2025-05-02,Pro,1200.0,Cancelado,2026-01-15,Peru
CUST-10597,2025-06-03,Enterprise,3500.0,Cancelado,2025-10-05,Argentina
CUST-10598,2025-01-12,Enterprise,3500.0,Cancelado,2026-01-01,Colombia
CUST-10599,2024-01-17,Basico,500.0,Activo,,Colombia
CUST-10600,2023-07-27,Basico,500.0,Activo,,Peru
CUST-10601,22/12/2024,Pro,1200.0,Cancelado,2025-11-16,Colombia
CUST-10602,2025-06-14,Basico,500.0,Activo,,Argentina
CUST-10603,14/10/2023,Basico,500.0,Activo,,Mexico
CUST-10604,03/07/2025,Pro,1200.0,Activo,,Colombia
CUST-10605,2025-01-23,Pro,1200.0,Cancelado,2025-03-17,Chile
CUST-10606,2024-12-16,Pro,1200.0,Activo,,Peru
CUST-10607,2025-04-16,Basico,500.0,Cacnelado,,Chile
CUST-10608,2023-08-02,Basico,500.0,Activo,,Chile
CUST-10609,2025-01-20,Pro,1200.0,Activo,,Chile
CUST-10610,2025-01-13,Basico,500.0,Activo,,Colombia
CUST-10611,2025-03-25,Pro,1200.0,Activo,,Mexico
CUST-10612,2025-05-27,Basico,500.0,Activo,,Colombia
CUST-10613,2024-03-18,Pro,1200.0,Activo,,Chile
CUST-10614,2024-07-11,Basico,500.0,Activo,,Argentina
CUST-10615,03/12/2024,Pro,1200.0,Activo,,Colombia
CUST-10616,2024-09-18,Basico,500.0,Activo,,Mexico
CUST-10617,2024-07-05,Enterprise,3500.0,Activo,,Argentina
CUST-10618,2025-05-19,Basico,500.0,Activo,,Colombia
CUST-10619,2024-12-23,Basico,500.0,Cancelado,2025-02-23,Argentina
CUST-10620,2023-09-23,Pro,1200.0,Activo,,Colombia
CUST-10621,2023-05-29,Basico,500.0,Cancelado,2023-09-22,Peru
CUST-10622,2025-07-19,Pro,1200.0,Activo,,Argentina
CUST-10623,2024-08-16,Basico,500.0,Activo,,Colombia
CUST-10624,2024-08-30,Basico,500.0,Activo,,Chile
CUST-10625,2024-03-27,Basico,500.0,Activo,,Argentina
CUST-10626,28/03/2025,Basico,500.0,Activo,,Peru
CUST-10627,17/04/2024,Pro,1200.0,Activo,,Colombia
CUST-10628,2025-03-18,Basico,500.0,Activo,,Colombia
CUST-10629,2023-11-13,Enterprise,3500.0,Cancelado,2024-09-13,Peru
CUST-10630,2023-09-23,Enterprise,3500.0,Activo,,Colombia
CUST-10631,15/06/2023,Basico,500.0,Activo,,Peru
CUST-10632,17/02/2024,Basico,500.0,Activo,,Argentina
CUST-10633,2023-06-05,Basico,500.0,Suspendido,,Peru
CUST-10634,2024-05-13,Basico,500.0,Activo,,Colombia
CUST-10635,2025-01-19,Basico,500.0,Activo,,Argentina
CUST-10636,2023-07-13,Basico,500.0,cancelado,,Argentina
CUST-10637,2023-06-08,Basico,500.0,Activo,,Mexico
CUST-10638,2025-01-27,Basico,500.0,Activo,,Chile
CUST-10639,2024-02-02,Basico,500.0,Activo,,Argentina
CUST-10640,2025-01-08,Basico,500.0,Activo,,Argentina
CUST-10641,2024-11-26,Basico,500.0,Activo,,Peru
CUST-10642,2023-09-19,Pro,1200.0,Activo,,Peru
CUST-10643,2025-07-23,Pro,1200.0,Activo,,Argentina
CUST-10644,2024-02-06,Pro,1200.0,Activo,,Chile
CUST-10645,2025-06-23,Basico,500.0,Activo,,Mexico
CUST-10646,2024-12-22,Basico,500.0,Activo,,Mexico
CUST-10647,2025-05-10,Basico,500.0,Activo,,Chile
CUST-10648,2023-12-10,Basico,500.0,Activo,,Colombia
CUST-10649,2024-06-20,Basico,500.0,Activo,,Chile
CUST-10650,2023-09-02,Basico,500.0,Activo,,Mexico
CUST-10651,2024-05-07,Basico,500.0,Activo,,Colombia
CUST-10652,2025-05-09,Enterprise,3500.0,Activo,,Chile
CUST-10653,2025-03-02,Basico,500.0,Activo,,Argentina
CUST-10654,2024-03-18,Pro,1200.0,Activo,,Argentina
CUST-10655,2024-11-19,Pro,1200.0,Activo,,Peru
CUST-10656,2024-04-12,Basico,500.0,Activo,,Colombia
CUST-10657,2024-02-13,Pro,1200.0,Activo,,Colombia
CUST-10658,2024-09-09,Pro,1200.0,Activo,,Mexico
CUST-10659,2025-01-23,Basico,500.0,Activo,,Argentina
CUST-10660,2025-07-11,Pro,1200.0,Activo,,Colombia
CUST-10661,2025-01-28,Basico,500.0,Cancelado,2025-05-02,Argentina
CUST-10662,2023-12-27,Basico,500.0,Cancelado,2024-12-02,Mexico
CUST-10663,2023-07-10,Basico,500.0,Actvo,2024-01-29,Peru
CUST-10664,2025-04-04,Basico,500.0,Activo,,Peru
CUST-10665,21/07/2024,Basico,500.0,activo ,,Mexico
CUST-10666,2024-12-27,Basico,500.0,Activo,,Mexico
CUST-10667,2023-08-05,Pro,1200.0,Activo,,Chile
CUST-10668,2025-03-22,Basico,500.0,Activo,,Colombia
CUST-10669,2025-06-07,Basico,500.0,Activo,,Chile
CUST-10670,2024-07-23,Pro,1200.0,Activo,,Mexico
CUST-10671,2024-01-21,Pro,1200.0,Activo,,Peru
CUST-10672,2023-11-08,Basico,500.0,Activo,,Colombia
CUST-10673,23/04/2024,Pro,1200.0,Activo,,Colombia
CUST-10674,2024-07-04,Basico,500.0,Activo,,Colombia
CUST-10675,2024-01-09,Basico,500.0,cancelado,,Chile
CUST-10676,2024-01-25,Enterprise,3500.0,Activo,,Colombia
CUST-10677,31/01/2024,Basico,500.0,Cancelado,2024-07-09,Chile
CUST-10678,2023-10-18,Basico,500.0,Activo,,Colombia
CUST-10679,2024-07-30,Basico,500.0,Activo,,Colombia
CUST-10680,2024-04-13,Basico,500.0,Activo,,Argentina
CUST-10681,2023-11-29,Basico,500.0,Activo,,Chile
CUST-10682,2023-08-10,Pro,1200.0,Cancelado,2024-04-30,Peru
CUST-10683,2023-07-24,Pro,1200.0,Cancelado,2023-12-27,Colombia
CUST-10684,2023-12-05,Basico,500.0,Cancelado,2024-07-01,Peru
CUST-10685,2023-09-04,Basico,500.0,Activo,,Argentina
CUST-10686,2024-04-24,Pro,1200.0,Cancelado,2024-07-29,Colombia
CUST-10687,2024-07-19,Basico,500.0,Activo,,Peru
CUST-10688,14/08/2023,Pro,1200.0,Actvo,,Argentina
CUST-10689,2024-02-01,Basico,500.0,Activo,,Chile
CUST-10690,2025-01-26,Basico,500.0,Activo,,Argentina
CUST-10691,2023-07-13,Pro,1200.0,Activo,,Peru
CUST-10692,2024-07-26,Basico,500.0,Activo,,Argentina
CUST-10693,2024-05-15,Basico,500.0,Activo,,Peru
CUST-10694,2024-02-02,Pro,1200.0,Activo,,Chile
CUST-10695,2024-11-07,Basico,500.0,Activo,,Argentina
CUST-10696,2024-06-07,Basico,500.0,Activo,,Colombia
CUST-10697,2025-07-08,Pro,1200.0,Activo,,Argentina
CUST-10698,2024-05-21,Basico,500.0,Activo,,Argentina
CUST-10699,2024-08-14,Basico,500.0,Activo,,Chile
CUST-10700,2025-02-16,Basico,500.0,Activo,,Peru
CUST-10701,2025-06-30,Basico,500.0,Activo,,Peru
CUST-10702,2024-10-05,Basico,500.0,Activo,,Mexico
CUST-10703,2023-10-18,Basico,500.0,Activo,,Colombia
CUST-10704,2024-09-02,Pro,1200.0,Cancelado,2025-05-11,Argentina
CUST-10705,2024-05-10,Basico,500.0,Activo,,Peru
CUST-10706,2024-09-21,Pro,1200.0,Activo,,Peru
CUST-10707,2024-12-20,Enterprise,3500.0,Actvo,2025-05-29,Colombia
CUST-10708,2025-06-03,Basico,500.0,Activo,,Mexico
CUST-10709,2025-05-27,Basico,500.0,Activo,,Peru
CUST-10710,13/03/2025,Pro,1200.0,Activo,,Mexico
CUST-10711,2024-11-12,Basico,500.0,Activo,,Chile
CUST-10712,01/03/2025,Basico,500.0,Cancelado,2025-09-14,Chile
CUST-10713,2024-07-04,Basico,,Activo,,Argentina
CUST-10714,2024-12-06,Pro,,Activo,,Chile
CUST-10715,2024-08-26,Basico,500.0,Activo,,Argentina
CUST-10716,2025-01-11,Pro,1200.0,Cancelado,2025-09-12,Colombia
CUST-10717,27/07/2023,Basico,500.0,Activo,,Mexico
CUST-10718,2023-07-10,Basico,500.0,Activo,,Colombia
CUST-10719,2024-05-14,Enterprise,3500.0,Cacnelado,,Colombia
CUST-10720,2023-09-24,Basico,500.0,cancelado,,Chile
CUST-10721,2023-11-11,Pro,1200.0,Cancelado,2023-12-23,Colombia
CUST-10722,2023-08-24,Enterprise,3500.0,Activo,,Argentina
CUST-10723,2025-07-03,Pro,1200.0,Activo,,Peru
CUST-10724,2023-12-07,Basico,500.0,Activo,,Argentina
CUST-10725,2024-01-14,Pro,1200.0,Activo,,Peru
CUST-10726,22/08/2024,Basico,500.0,Activo,,Mexico
CUST-10727,2024-04-09,Basico,500.0,Activo,,Argentina
CUST-10728,2023-12-11,Basico,500.0,Activo,,Argentina
CUST-10729,2024-11-22,Basico,500.0,Cancelado,2024-12-23,Peru
CUST-10730,2024-07-30,Pro,1200.0,Cancelado,2025-04-25,Peru
CUST-10731,2023-06-06,Basico,500.0,Activo,,Chile
CUST-10732,2023-08-14,Basico,500.0,Cancelado,2023-10-14,Colombia
CUST-10733,2025-03-21,Enterprise,3500.0,Activo,,Chile
CUST-10734,2025-03-29,Basico,500.0,Activo,,Argentina
CUST-10735,2024-07-26,Basico,500.0,Cancelado,2025-05-21,Argentina
CUST-10736,2023-10-17,Basico,500.0,Cancelado,2024-09-07,Mexico
CUST-10737,2024-08-26,Basico,500.0,Activo,,Peru
CUST-10738,2024-03-01,Basico,500.0,Cancelado,2024-10-19,Argentina
CUST-10739,01/07/2024,Pro,1200.0,Activo,,Peru
CUST-10740,2024-12-03,Basico,500.0,Activo,,Peru
CUST-10741,2025-02-07,Basico,500.0,Cancelado,2025-08-03,Mexico
CUST-10742,2024-11-08,Pro,1200.0,Actvo,2025-02-23,Peru
CUST-10743,24/05/2025,Enterprise,3500.0,Activo,,Peru
CUST-10744,2023-10-11,Pro,1200.0,Activo,,Mexico
CUST-10745,2024-02-08,Basico,500.0,Activo,,Chile
CUST-10746,2025-02-19,Basico,500.0,Activo,,Mexico
CUST-10747,2023-11-12,Pro,1200.0,Cancelado,2024-05-26,Argentina
CUST-10748,2025-02-22,Basico,500.0,Cancelado,2025-10-17,Mexico
CUST-10749,2024-11-30,Pro,1200.0,Activo,,Colombia
CUST-10750,2024-09-08,Pro,1200.0,Activo,,Peru
CUST-10751,2024-11-06,Pro,1200.0,Activo,,Mexico
CUST-10752,2025-06-29,Basico,500.0,Activo,,Colombia
CUST-10753,2024-02-14,Basico,500.0,Cancelado,2024-06-16,Mexico
CUST-10754,2024-12-21,Basico,500.0,Activo,,Colombia
CUST-10755,2025-03-18,Basico,500.0,cancelado,,Argentina
CUST-10756,2024-02-02,Enterprise,3500.0,Activo,,Mexico
CUST-10757,2024-12-15,Enterprise,3500.0,Suspendido,,Mexico
CUST-10758,2024-10-02,Enterprise,3500.0,Activo,,Mexico
CUST-10759,17/11/2024,Pro,1200.0,Activo,,Chile
CUST-10760,2025-02-23,Basico,500.0,Activo,,Argentina
CUST-10761,2023-07-08,Basico,500.0,Activo,,Chile
CUST-10762,2025-02-23,Basico,500.0,Activo,,Mexico
CUST-10763,2024-04-29,Basico,500.0,Cancelado,2024-12-11,Mexico
CUST-10764,2024-08-10,Enterprise,3500.0,Activo,,Mexico
CUST-10765,2025-01-02,Pro,1200.0,Activo,,Peru
CUST-10766,2025-01-02,Basico,500.0,Activo,,Mexico
CUST-10767,2023-05-19,Enterprise,3500.0,Activo,,Chile
CUST-10768,2024-02-27,Pro,1200.0,Activo,,Colombia
CUST-10769,2023-07-10,Enterprise,3500.0,Activo,,Peru
CUST-10770,2024-01-08,Pro,1200.0,Cancelado,2024-04-29,Colombia
CUST-10771,2025-02-16,Basico,500.0,Activo,,Peru
CUST-10772,2025-05-04,Pro,1200.0,Activo,,Chile
CUST-10773,2024-02-07,Pro,1200.0,Activo,,Argentina
CUST-10774,2024-12-01,Pro,1200.0,Activo,,Peru
CUST-10775,2024-11-11,Basico,500.0,Activo,,Colombia
CUST-10776,2024-05-10,Pro,1200.0,Activo,,Mexico
CUST-10777,2025-07-05,Basico,500.0,Activo,,Chile
CUST-10778,2024-12-16,Pro,1200.0,Activo,,Peru
CUST-10779,2024-06-27,Basico,500.0,Activo,,Colombia
CUST-10780,2025-02-19,Basico,500.0,Activo,,Mexico
CUST-10781,2025-04-02,Pro,1200.0,Activo,,Peru
CUST-10782,2024-01-18,Pro,1200.0,Activo,,Argentina
CUST-10783,22/03/2024,Basico,500.0,Cancelado,2024-04-25,Chile
CUST-10784,2024-08-11,Basico,500.0,Activo,,Argentina
CUST-10785,2024-08-14,Pro,1200.0,Activo,,Colombia
CUST-10786,2025-04-10,Basico,500.0,Activo,,Mexico
CUST-10787,2025-01-13,Basico,500.0,Activo,,Peru
CUST-10788,19/02/2024,Basico,500.0,Activo,,Argentina
CUST-10789,2024-05-07,Basico,500.0,Activo,,Mexico
CUST-10790,2024-01-18,Basico,500.0,Cancelado,2025-01-12,Mexico
CUST-10791,2024-11-06,Pro,1200.0,activo ,2025-10-19,Peru
CUST-10792,2024-08-08,Basico,500.0,Activo,,Chile
CUST-10793,2024-12-29,Enterprise,3500.0,Cancelado,2025-09-02,Peru
CUST-10794,2023-07-25,Pro,,Activo,,Mexico
CUST-10795,2024-07-22,Basico,500.0,Cancelado,2025-01-06,Argentina
CUST-10796,2025-01-23,Pro,1200.0,Activo,,Chile
CUST-10797,2023-12-13,Pro,1200.0,Activo,,Argentina
CUST-10798,2023-12-18,Basico,500.0,Cancelado,2024-01-23,Peru
CUST-10799,2025-06-13,Basico,500.0,activo ,,Colombia
CUST-10800,2024-06-12,Basico,500.0,Activo,,Chile
CUST-10801,2024-12-21,Basico,500.0,Cancelado,2025-12-12,Chile
CUST-10802,2023-11-04,Basico,500.0,Activo,,Chile
CUST-10803,2025-05-04,Basico,500.0,Cancelado,2025-09-22,Mexico
CUST-10804,2024-05-11,Basico,500.0,Cancelado,2024-12-30,Colombia
CUST-10805,2024-06-06,Basico,500.0,Activo,,Mexico
CUST-10806,2024-06-04,Pro,1200.0,activo ,,Argentina
CUST-10807,2023-09-30,Basico,500.0,Activo,,Chile
CUST-10808,2023-12-17,Basico,500.0,Activo,,Peru
CUST-10809,2024-06-24,Pro,1200.0,Activo,,Mexico
CUST-10810,2024-12-25,Basico,500.0,Cancelado,2025-03-30,Argentina
CUST-10811,2025-06-18,Pro,1200.0,Activo,,Chile
CUST-10812,2025-05-11,Basico,500.0,Cancelado,2025-09-19,Argentina
CUST-10813,2023-09-24,Basico,500.0,Activo,,Peru
CUST-10814,14/02/2025,Basico,500.0,Cancelado,2025-03-28,Colombia
CUST-10815,2024-07-21,Basico,500.0,Cancelado,2024-11-29,Argentina
CUST-10816,06/07/2025,Basico,500.0,Cancelado,2026-02-14,Chile
CUST-10817,2025-07-20,Pro,1200.0,Activo,,Argentina
CUST-10818,2024-02-12,Basico,,Activo,,Mexico
CUST-10819,2024-03-13,Pro,1200.0,Cancelado,2024-05-29,Mexico
CUST-10820,2023-10-26,Enterprise,3500.0,Cancelado,2024-08-12,Mexico
CUST-10821,2023-12-17,Basico,500.0,Activo,,Mexico
CUST-10822,20/06/2025,Basico,500.0,Activo,,Colombia
CUST-10823,2024-03-05,Basico,500.0,Actvo,,Mexico
